valor;descricao;dataPublicacao;tipoPublicacao;items
R$ 529.000;Apartamento com 4 dormitórios à venda, 117 m²;11/12 às 16:34;Profissional;"['""4 quartos', '117m²', 'Condomínio: R$ 640', '2 vagas"">4 quartos', '117m²', 'Condomínio: R$ 640', '2 vagas']"
R$ 280.000;Apartamento no Sun River, 3 quartos sendo 1 suíte;11/12 às 16:31;Profissional;"['""3 quartos', '75m²', 'Condomínio: R$ 320', '2 vagas"">3 quartos', '75m²', 'Condomínio: R$ 320', '2 vagas']"
R$ 280.000;Apartamento com 2 dormitórios à venda, 55 m² por R$ 280.000,00 - Capim Macio - Natal/RN;11/12 às 16:30;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 350', '1 vaga"">2 quartos', '55m²', 'Condomínio: R$ 350', '1 vaga']"
R$ 371.964;Apartamento com 3 dormitórios à venda, 70 m² por R$ 371.964,00 - Lagoa Nova - Natal/RN;11/12 às 16:30;Profissional;"['""3 quartos', '70m²', 'Condomínio: R$ 300', '2 vagas"">3 quartos', '70m²', 'Condomínio: R$ 300', '2 vagas']"
R$ 210.000;Apartamento Residencial Morada Sul 2.;11/12 às 16:26;Profissional;"['""3 quartos', '6647m²', 'Condomínio: R$ 460', '2 vagas"">3 quartos', '6647m²', 'Condomínio: R$ 460', '2 vagas']"
R$ 351.200;Apartamento com 67m2, 2 quartos sendo 1 suítes e 2 vagas de garagens.;11/12 às 16:23;Profissional;"['""2 quartos', '64m²', 'Condomínio: R$ 350', '2 vagas"">2 quartos', '64m²', 'Condomínio: R$ 350', '2 vagas']"
R$ 1.413.975;Apartamento à venda, 220 m² por R$ 1.413.975,00 - Petrópolis - Natal/RN;11/12 às 16:20;Profissional;"['""4 quartos', '220m²', 'Condomínio: R$ 1.250', '4 vagas"">4 quartos', '220m²', 'Condomínio: R$ 1.250', '4 vagas']"
R$ 530.853;Apartamento no Tirol - Francisco Cabral 113m2 - 3 quartos sendo 2 suítes.;11/12 às 16:19;Profissional;"['""3 quartos', '113m²', '2 vagas"">3 quartos', '113m²', '2 vagas']"
R$ 1.605.996;Apartamento à venda, 220 m² por R$ 1.605.996,00 - Petrópolis - Natal/RN;11/12 às 16:18;Profissional;"['""4 quartos', '220m²', 'Condomínio: R$ 1.250', '4 vagas"">4 quartos', '220m²', 'Condomínio: R$ 1.250', '4 vagas']"
R$ 530.452;Palazzo Cristal. Apartamento 3 quartos com 97m² em Petrópolis;11/12 às 16:17;Profissional;"['""3 quartos', '97m²', 'Condomínio: R$ 450', '2 vagas"">3 quartos', '97m²', 'Condomínio: R$ 450', '2 vagas']"
R$ 450.000;Apartamento Residencial Marie Galante.;11/12 às 16:12;Profissional;"['""3 quartos', '1000m²', 'Condomínio: R$ 600', '3 vagas"">3 quartos', '1000m²', 'Condomínio: R$ 600', '3 vagas']"
R$ 1.663.900;Apartamento alto padrão em Areia Preta;11/12 às 16:09;Profissional;"['""4 quartos', '279m²', 'Condomínio: R$ 1.950', '4 vagas"">4 quartos', '279m²', 'Condomínio: R$ 1.950', '4 vagas']"
R$ 265.000;Vendo apartamento no Lifestyle em Lagoa Nova, Natal RN;11/12 às 16:03;Profissional;"['""2 quartos', '59m²', 'Condomínio: R$ 374', '1 vaga"">2 quartos', '59m²', 'Condomínio: R$ 374', '1 vaga']"
R$ 299.000;Apartamento com 3 dormitórios à venda, 67 m² por R$ 299.000,00 - Ponta Negra - Natal/RN;11/12 às 16:01;Profissional;"['""3 quartos', '67m²', 'Condomínio: R$ 430', '2 vagas"">3 quartos', '67m²', 'Condomínio: R$ 430', '2 vagas']"
R$ 539.900;Apartamento Cobertura em Lagoa Nova. Lorena Tahim;11/12 às 15:53;Profissional;"['""2 quartos', '119m²', 'Condomínio: R$ 800', '2 vagas"">2 quartos', '119m²', 'Condomínio: R$ 800', '2 vagas']"
R$ 709.900;Apartamento com 3 suítes em Candelária 175 m² - próximo ao Natal Shopping;11/12 às 15:45;Profissional;"['""3 quartos', '175m²', 'Condomínio: R$ 1.200', '3 vagas"">3 quartos', '175m²', 'Condomínio: R$ 1.200', '3 vagas']"
R$ 355.000;Residencial Imperial Ponta Negra;11/12 às 15:44;Profissional;"['""3 quartos', '101m²', 'Condomínio: R$ 800', '2 vagas"">3 quartos', '101m²', 'Condomínio: R$ 800', '2 vagas']"
R$ 250.000;"Cond. Las Lenas; 2 quartos; 57m²; 1 vaga; no Barro Vermelho";11/12 às 15:42;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 385', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 385', '1 vaga']"
R$ 310.000;"Lacqua condomínio club; 74m²; 3 quartos; 1 vaga; localizado às margens da BR 101";11/12 às 15:38;Profissional;"['""3 quartos', '74m²', 'Condomínio: R$ 383', '1 vaga"">3 quartos', '74m²', 'Condomínio: R$ 383', '1 vaga']"
R$ 180.000;Apartamento à venda com 2 dormitórios em Petrópolis, Natal cod:821990;11/12 às 15:08;Profissional;"['""2 quartos', '95m²', 'Condomínio: R$ 690', '1 vaga"">2 quartos', '95m²', 'Condomínio: R$ 690', '1 vaga']"
R$ 580.000;Apartamento à venda com 3 dormitórios em Lagoa nova, Natal cod:809880;11/12 às 15:08;Profissional;"['""3 quartos', '171m²', 'Condomínio: R$ 1.700', '3 vagas"">3 quartos', '171m²', 'Condomínio: R$ 1.700', '3 vagas']"
R$ 749.999;Apartamento no Condominio Art Dell`acqua de 131,43m² - Lagoa Nova - R6 Cl;11/12 às 14:56;Profissional;"['""4 quartos', '131m²', '2 vagas"">4 quartos', '131m²', '2 vagas']"
R$ 649.999;Apartamento no Mirador Rosário Carriço de 126m² - Lagoa Nova - R6 Cl;11/12 às 14:46;Profissional;"['""3 quartos', '126m²', '3 vagas"">3 quartos', '126m²', '3 vagas']"
R$ 562.004;Apartamentos de 3 quartos com 1 suíte em Ponta Negra - Terramares;11/12 às 14:45;Profissional;"['""3 quartos', '79m²', 'Condomínio: R$ 500', '2 vagas"">3 quartos', '79m²', 'Condomínio: R$ 500', '2 vagas']"
R$ 205.000;Apartamento à venda com 2 dormitórios em Candelária, Natal cod:820271;11/12 às 14:16;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 395', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 395', '1 vaga']"
R$ 800.000;Venda de uma cobertura;11/12 às 14:14;Profissional;"['""3 quartos', '500m²', '3 vagas"">3 quartos', '500m²', '3 vagas']"
R$ 150.000;Vendo apartamento em Candelária, com 02 Quartos;11/12 às 14:08;Profissional;"['""2 quartos', '0m²', '1 vaga"">2 quartos', '0m²', '1 vaga']"
R$ 409.000;Apartamento 118m² em Petropólis;11/12 às 14:00;Profissional;"['""3 quartos', '118m²', 'Condomínio: R$ 1.200', '2 vagas"">3 quartos', '118m²', 'Condomínio: R$ 1.200', '2 vagas']"
R$ 1.200.230;Cobertura em Petropolis - Vista MAR - com 252m² - Aberto a Negociação;11/12 às 13:05;Profissional;"['""3 quartos', '252m²', '2 vagas"">3 quartos', '252m²', '2 vagas']"
R$ 240.000;Condomínio Novo Sttilo Home Club;11/12 às 12:56;Profissional;"['""3 quartos', '69m²', 'Condomínio: R$ 322', '1 vaga"">3 quartos', '69m²', 'Condomínio: R$ 322', '1 vaga']"
R$ 600.230;Apartamento em Petropolis - 244m² - Vista MAR - 4Suítes;11/12 às 12:54;Profissional;"['""4 quartos', '244m²', '2 vagas"">4 quartos', '244m²', '2 vagas']"
R$ 235.000;Apartamento todo reformado 3/4, 1 banheiro 235.000,00 - Lagoa Nova;11/12 às 12:43;Profissional;"['""3 quartos', '67m²', 'Condomínio: R$ 470', '1 vaga"">3 quartos', '67m²', 'Condomínio: R$ 470', '1 vaga']"
R$ 450.231;Apartamento em Lagoa Nova - andar alto - sombra e ventilação - Vizinho ao TRT;11/12 às 12:40;Profissional;"['""3 quartos', '87m²', '2 vagas"">3 quartos', '87m²', '2 vagas']"
R$ 260.000;Aurea Guedes 2/4 sendo 1 suíte 56mt - Apartamento Ponta Negra;11/12 às 12:36;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 300', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 300', '1 vaga']"
R$ 265.000;Central park Neópolis ;11/12 às 12:34;Profissional;"['""2 quartos', '64m²"">2 quartos', '64m²']"
R$ 1.200.091;Cobertura no Barro Vermelho com 400m² 5Suítes - Lazer Privativo;11/12 às 12:34;Profissional;"['""5 ou mais quarto', '400m²', '3 vagas"">5 ou mais quarto', '400m²', '3 vagas']"
R$ 160.000;Condomínio Beliza Ferreira 3/4 sendo 1 suíte R$ 160.000,00 - Barro Vermelho;11/12 às 12:34;Profissional;"['""3 quartos', '90m²', 'Condomínio: R$ 340', '1 vaga"">3 quartos', '90m²', 'Condomínio: R$ 340', '1 vaga']"
R$ 1.050.000;Apartamento em Lagoa Nova com 165m2 - Alto padrão.;11/12 às 12:31;Profissional;"['""4 quartos', '164m²', 'Condomínio: R$ 970', '3 vagas"">4 quartos', '164m²', 'Condomínio: R$ 970', '3 vagas']"
R$ 220.230;Apto no Natal Brisa - Condominio Clube - andar alto;11/12 às 12:31;Profissional;"['""2 quartos', '55m²', '1 vaga"">2 quartos', '55m²', '1 vaga']"
R$ 550.000;Ed. João Machado 3/4 com projetados ;11/12 às 12:30;11/12 às 12:30<!-- --> ;"['""3 quartos', '83m²', 'Condomínio: R$ 460', '2 vagas"">3 quartos', '83m²', 'Condomínio: R$ 460', '2 vagas']"
R$ 1.504.000;Apartamento Duplex no Graciliano Ramos.;11/12 às 12:29;Profissional;"['""4 quartos', '263m²', '3 vagas"">4 quartos', '263m²', '3 vagas']"
R$ 540.000;Francisco Cabral - Apartamento no Tirol 3 quartos sendo 2 suites.;11/12 às 12:28;Profissional;"['""3 quartos', '88m²', '2 vagas"">3 quartos', '88m²', '2 vagas']"
R$ 280.231;Apartamento 3Quartos em Candelaria - 92m² - em Candelária;11/12 às 12:28;Profissional;"['""3 quartos', '92m²', '2 vagas"">3 quartos', '92m²', '2 vagas']"
R$ 470.279;Apartamento com 3 dormitórios à venda, 108 m² por R$ 470.279,47 - Tirol - Natal/RN;11/12 às 12:28;Profissional;"['""3 quartos', '108m²', '2 vagas"">3 quartos', '108m²', '2 vagas']"
R$ 726.882;Apartamento no Graciliano Ramos com 177m2;11/12 às 12:28;Profissional;"['""4 quartos', '177m²', '3 vagas"">4 quartos', '177m²', '3 vagas']"
R$ 651.000;Apartamento com 4 quartos sendo 3 suítes no Jorge Amado.;11/12 às 12:28;Profissional;"['""4 quartos', '170m²', '3 vagas"">4 quartos', '170m²', '3 vagas']"
R$ 740.069;Apartamento no Tirol - 2 suítes com 122m2, no Ney Fonseca.;11/12 às 12:28;Profissional;"['""2 quartos', '122m²', '3 vagas"">2 quartos', '122m²', '3 vagas']"
R$ 583.000;Apartamento com 3 dormitórios à venda, 140 m² por R$ 583.000,00 - Lagoa Nova - Natal/RN;11/12 às 12:27;Profissional;"['""3 quartos', '140m²', '3 vagas"">3 quartos', '140m²', '3 vagas']"
R$ 260.000;Apartamento 80mt 3/4 sendo 1 suíte R$ 260.000,00 - Candelária;11/12 às 12:20;Profissional;"['""3 quartos', '80m²', '2 vagas"">3 quartos', '80m²', '2 vagas']"
R$ 145.000;Vende-se Thisaliah 2/4 sendo 1 Suíte - R$ 145.000,00 - Planalto;11/12 às 12:19;Profissional;"['""2 quartos', '61m²', '1 vaga"">2 quartos', '61m²', '1 vaga']"
R$ 125.000;Apartamento 70mt 2/4, 1 Banheiro R$ 125.000,00 - Lagoa Nova;11/12 às 12:19;Profissional;"['""2 quartos', '70m²', 'Condomínio: R$ 250', '1 vaga"">2 quartos', '70m²', 'Condomínio: R$ 250', '1 vaga']"
R$ 430.000;Duplex com 3/4, 1 suíte e 2 semi suítes R$ 430.000,00 - Neópolis;11/12 às 12:19;Profissional;"['""3 quartos', '172m²', '2 vagas"">3 quartos', '172m²', '2 vagas']"
R$ 320.000;Apartamento 92mt, 3 Suítes R$ 320.000,00 - Lagoa Nova;11/12 às 12:16;Profissional;"['""3 quartos', '92m²', '2 vagas"">3 quartos', '92m²', '2 vagas']"
R$ 220.000;Apartamento com 75mt 2/4 sendo 1 suíte R$ 220.000,00 - Tirol;11/12 às 12:15;Profissional;"['""2 quartos', '75m²', 'Condomínio: R$ 600', '1 vaga"">2 quartos', '75m²', 'Condomínio: R$ 600', '1 vaga']"
R$ 130.000;Apartamento no serrambi VII 2/4 um WC, R$ 130.000,00 - Neópolis;11/12 às 12:15;Profissional;"['""2 quartos', '56m²', '1 vaga"">2 quartos', '56m²', '1 vaga']"
R$ 500.230;Ibiza Capim Macio - andar alto - Vista MAR;11/12 às 12:05;Profissional;"['""3 quartos', '92m²', '2 vagas"">3 quartos', '92m²', '2 vagas']"
R$ 2.590.000;Cobertura com 4 dormitórios à venda, 400 m² por R$ 2.590.000,00 - Areia Preta - Natal/RN;11/12 às 12:01;Profissional;"['""4 quartos', '400m²', '5 ou mais vaga"">4 quartos', '400m²', '5 ou mais vaga']"
R$ 350.231;Central Park Condominio Clube - andar alto - Reformado e semi mobiliado;11/12 às 11:35;Profissional;"['""2 quartos', '64m²', '1 vaga"">2 quartos', '64m²', '1 vaga']"
R$ 190.230;Residencial Candelaria - Com excelente localização - 75m² R$ 190MIL;11/12 às 11:19;Profissional;"['""2 quartos', '75m²', '1 vaga"">2 quartos', '75m²', '1 vaga']"
R$ 430.201;Apartamento - com 145m² - reformado, no Tirol;11/12 às 11:16;Profissional;"['""3 quartos', '145m²', '2 vagas"">3 quartos', '145m²', '2 vagas']"
R$ 2.799.999;Casa no Green Village - Lagoa Nova - R6 Cl;11/12 às 11:13;Profissional;"['""4 quartos', '583m²', '5 ou mais vaga"">4 quartos', '583m²', '5 ou mais vaga']"
R$ 305.900;Residencial Estrela do Atlântico;11/12 às 10:58;Profissional;"['""2 quartos', '56m²', '1 vaga"">2 quartos', '56m²', '1 vaga']"
R$ 260.230;Apartamento em Capim Macio - com 56m² 2Quartos 1Suite - O.P.O.R.T.U.N.I.D.A.D.E;11/12 às 10:56;Profissional;"['""2 quartos', '56m²', '1 vaga"">2 quartos', '56m²', '1 vaga']"
R$ 455.230;Oportunidade no Tirol - 170m² 3Quartos Vagas Cobertas - Aberto a Negociação;11/12 às 10:45;Profissional;"['""3 quartos', '170m²', '2 vagas"">3 quartos', '170m²', '2 vagas']"
R$ 429.000;Condominio Duna Barcane ponta negra;11/12 às 10:42;Profissional;"['""2 quartos', '100m²', '2 vagas"">2 quartos', '100m²', '2 vagas']"
R$ 450.000;Imperdivel - Apto 23° andar - Vista Mar - 2 vagas(cobertas) - Resid. Caminho do Sol;11/12 às 10:35;Profissional;"['""3 quartos', '95m²', 'Condomínio: R$ 650', '2 vagas"">3 quartos', '95m²', 'Condomínio: R$ 650', '2 vagas']"
R$ 620.230;Hélio Santiago - S.E.M.I.M.O.B.I.L.I.A.D.O - 3Suítes - andar alto;11/12 às 10:31;Profissional;"['""3 quartos', '116m²', '2 vagas"">3 quartos', '116m²', '2 vagas']"
R$ 160.230;Oportunidade em Lagoa Nova - com 70m² 2Quartos + dependencia;11/12 às 10:25;Profissional;"['""2 quartos', '70m²', '1 vaga"">2 quartos', '70m²', '1 vaga']"
R$ 2.000.067;Casa beira MAR - Orla de Ponta Negra - Perfil comercial com 1236m²;11/12 às 10:17;Profissional;"['""5 ou mais quarto', '1236m²', '5 ou mais vaga"">5 ou mais quarto', '1236m²', '5 ou mais vaga']"
R$ 255.000;Apto - Reformado e Projetado - Semi Mobiliado - 19° andar - no Vita Club;11/12 às 10:09;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 320', '1 vaga"">2 quartos', '55m²', 'Condomínio: R$ 320', '1 vaga']"
R$ 319.000;Residencial Áurea Guedes em Ponta Negra - Apartamentos de 3 Quartos;11/12 às 10:04;Profissional;"['""3 quartos', '67m²', '2 vagas"">3 quartos', '67m²', '2 vagas']"
R$ 580.000;Excelente Apto, 3 quartos(suite), 101m, Cond. Terramaris - Ponta Negra;11/12 às 09:59;Profissional;"['""3 quartos', '101m²', 'Condomínio: R$ 500', '2 vagas"">3 quartos', '101m²', 'Condomínio: R$ 500', '2 vagas']"
R$ 90.000;Apartamento à venda com 2 dormitórios em Planalto, Natal cod:817879;11/12 às 09:46;Profissional;"['""2 quartos', '46m²"">2 quartos', '46m²']"
R$ 280.000;Apartamento à venda com 2 dormitórios em Candelária, Natal cod:815678;11/12 às 09:46;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 345', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 345', '1 vaga']"
R$ 300.000;"Residencial Principe Liverpool; todo projetado e pronto pra morar; 2/4; 55m²";11/12 às 09:13;Profissional;"['""2 quartos', '55m²', '1 vaga"">2 quartos', '55m²', '1 vaga']"
R$ 200.000;Lindo Apartamento na avenida Engenheiro Roberto Freire ;11/12 às 09:02;11/12 às 09:02<!-- --> ;"['""1 quarto', '53m²', 'Condomínio: R$ 500', '1 vaga"">1 quarto', '53m²', 'Condomínio: R$ 500', '1 vaga']"
R$ 350.000;Hanna Safier ( Jf );11/12 às 08:59;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 275"">2 quartos', '56m²', 'Condomínio: R$ 275']"
R$ 400.000;Apartamento de 114 m² com 3 suítes - Terra Brasilis - Lagoa Nova;11/12 às 08:54;Profissional;"['""3 quartos', '114m²', 'Condomínio: R$ 800', '2 vagas"">3 quartos', '114m²', 'Condomínio: R$ 800', '2 vagas']"
R$ 215.000;Vendo apartamento no Condomínio Nevada no Barro Vermelho ;11/12 às 04:35;11/12 às 04:35<!-- --> ;"['""3 quartos', '78m²', 'Condomínio: R$ 550', '1 vaga"">3 quartos', '78m²', 'Condomínio: R$ 550', '1 vaga']"
R$ 229.000;Apartamento  para venda no VITA , 2/4 sendo 1 suíte,  andar alto por R$ 229.000,00;11/12 às 01:20;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 290', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 290', '1 vaga']"
R$ 215.000;LUIZ DE BARROS andar alto e vista livre por R$ 215.000,00;11/12 às 01:13;Profissional;"['""2 quartos', '60m²', 'Condomínio: R$ 420', '1 vaga"">2 quartos', '60m²', 'Condomínio: R$ 420', '1 vaga']"
R$ 548.000;Vende-se lindo apartamento no Residencial Bacara - Lagoa nova;10/12 às 22:56;Profissional;"['""3 quartos', '1030m²', 'Condomínio: R$ 690', '2 vagas"">3 quartos', '1030m²', 'Condomínio: R$ 690', '2 vagas']"
R$ 600.000;Vende-se lindo apartamento no Residencial Maria Emiliana Mello - Lagoa Nova;10/12 às 22:43;Profissional;"['""3 quartos', '112m²', 'Condomínio: R$ 720"">3 quartos', '112m²', 'Condomínio: R$ 720']"
R$ 260.000;Apartamento de 2 quartos no Ed. Maria de Lourdes em Lagoa Nova;10/12 às 22:11;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 660', '1 vaga"">2 quartos', '55m²', 'Condomínio: R$ 660', '1 vaga']"
R$ 240.000;Vende-se apartamento no Residencial Jardim Morro Branco - Nova Descoberta;10/12 às 22:10;Profissional;"['""2 quartos', '58m²', 'Condomínio: R$ 301', '1 vaga"">2 quartos', '58m²', 'Condomínio: R$ 301', '1 vaga']"
R$ 175.000;Vende-se apartamento no Condomínio Ecogarden - Ponta Negra;10/12 às 22:01;Profissional;"['""2 quartos', '46m²', 'Condomínio: R$ 270', '1 vaga"">2 quartos', '46m²', 'Condomínio: R$ 270', '1 vaga']"
R$ 350.000;Apartamento ;10/12 às 21:59;10/12 às 21:59<!-- --> ;"['""2 quartos', '60m²', 'Condomínio: R$ 800', '1 vaga"">2 quartos', '60m²', 'Condomínio: R$ 800', '1 vaga']"
R$ 309.000;Vende-se apartamento Condomínio Therra Mater Residencial - Lagoa Nova;10/12 às 21:53;Profissional;"['""3 quartos', '90m²', 'Condomínio: R$ 515', '2 vagas"">3 quartos', '90m²', 'Condomínio: R$ 515', '2 vagas']"
R$ 140.000;Apartamento à venda com 2 dormitórios em Bom pastor, Natal cod:AP0073;10/12 às 21:15;Profissional;"['""2 quartos', '53m²', 'Condomínio: R$ 130', '1 vaga"">2 quartos', '53m²', 'Condomínio: R$ 130', '1 vaga']"
R$ 1.650.000;Apartamento à venda com 3 dormitórios em Capim macio, Natal cod:815684;10/12 às 21:00;Profissional;"['""3 quartos', '159m²', 'Condomínio: R$ 800', '3 vagas"">3 quartos', '159m²', 'Condomínio: R$ 800', '3 vagas']"
R$ 870.000;Vende-se lindo apartamento no Residencial América - Tirol;10/12 às 20:52;Profissional;"['""4 quartos', '187m²', 'Condomínio: R$ 1.300', '3 vagas"">4 quartos', '187m²', 'Condomínio: R$ 1.300', '3 vagas']"
R$ 135.000;Apartamento à venda com 1 dormitórios em Capim macio, Natal cod:AP1018;10/12 às 20:43;Profissional;"['""1 quarto', '33m²', 'Condomínio: R$ 200"">1 quarto', '33m²', 'Condomínio: R$ 200']"
R$ 160.000;Apartamento para Venda em Natal, Capim Macio, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;10/12 às 20:36;Profissional;"['""2 quartos', '58m²', 'Condomínio: R$ 480', '1 vaga"">2 quartos', '58m²', 'Condomínio: R$ 480', '1 vaga']"
R$ 300.000;Apartamento 58m² - Ahead Lagoa Nova;10/12 às 20:21;Profissional;"['""1 quarto', '58m²', '1 vaga"">1 quarto', '58m²', '1 vaga']"
R$ 324.000;Vende-se apartamento no Condomínio Lars Edor - Bairro Capim Macio;10/12 às 20:16;Profissional;"['""3 quartos', '87m²', 'Condomínio: R$ 700', '2 vagas"">3 quartos', '87m²', 'Condomínio: R$ 700', '2 vagas']"
R$ 195.000;Apartamento à venda com 1 dormitórios em Ponta negra, Natal cod:821518;10/12 às 19:31;Profissional;"['""1 quarto', '24m²', 'Condomínio: R$ 1.000', '1 vaga"">1 quarto', '24m²', 'Condomínio: R$ 1.000', '1 vaga']"
R$ 499.000;Apartamento à venda com 3 dormitórios em Capim macio, Natal cod:821677;10/12 às 19:31;Profissional;"['""3 quartos', '92m²', 'Condomínio: R$ 485', '2 vagas"">3 quartos', '92m²', 'Condomínio: R$ 485', '2 vagas']"
R$ 895.799;Apartamento em candelária com 3 suítes no Sebastiano Ricci;10/12 às 19:15;Profissional;"['""3 quartos', '130m²', 'Condomínio: R$ 650', '3 vagas"">3 quartos', '130m²', 'Condomínio: R$ 650', '3 vagas']"
R$ 179.900;Apartamento Ilha do Atlântico em Capim Macio - 3 quartos sendo 1 suíte.;10/12 às 19:15;Profissional;"['""3 quartos', '69m²', 'Condomínio: R$ 500', '1 vaga"">3 quartos', '69m²', 'Condomínio: R$ 500', '1 vaga']"
R$ 667.278;Apartamento com 3 dormitórios à venda, 101 m² por R$ 667.278,27 - Ponta Negra - Natal/RN;10/12 às 19:14;Profissional;"['""3 quartos', '101m²', 'Condomínio: R$ 500', '2 vagas"">3 quartos', '101m²', 'Condomínio: R$ 500', '2 vagas']"
R$ 100.000;Apartamento com 2 dormitórios à venda;10/12 às 19:14;Profissional;"['""2 quartos', '44m²', '1 vaga"">2 quartos', '44m²', '1 vaga']"
R$ 699.900;Apartamento no Giovanni Bellini, 3 suítes em Lagoa Nova, próximo ao Arena da Dunas e Sebra;10/12 às 19:11;Profissional;"['""3 quartos', '111m²', 'Condomínio: R$ 650', '2 vagas"">3 quartos', '111m²', 'Condomínio: R$ 650', '2 vagas']"
R$ 741.950;Apartamento com 3 suítes em lagoa nova próximo ao Sebrae e Arena das Dunas. Giovanni Belli;10/12 às 19:10;Profissional;"['""3 quartos', '114m²', 'Condomínio: R$ 650', '3 vagas"">3 quartos', '114m²', 'Condomínio: R$ 650', '3 vagas']"
R$ 2.200.000;Apartamento alto padrão no Mirante João Olimpio;10/12 às 19:08;Profissional;"['""4 quartos', '336m²', 'Condomínio: R$ 2.500', '4 vagas"">4 quartos', '336m²', 'Condomínio: R$ 2.500', '4 vagas']"
